overall,soundness,presentation,contribution,PaperId
5,2,2,3,6582
5,3,2,3,6175
8,3,3,3,6175
5,3,4,2,6175
5,3,2,2,6175
8,3,2,3,6559
8,3,3,3,6559
5,2,3,2,6559
6,3,3,3,6559
6,3,3,3,6559
5,2,2,2,6559
5,2,3,3,6599
3,2,3,1,6599
5,2,3,3,6599
6,3,3,2,6622
6,4,3,3,6622
6,3,3,3,6622
6,3,3,3,6622
6,3,3,3,6622
6,3,2,2,6638
3,2,1,2,6638
6,3,3,3,6638
3,2,2,2,6638
3,2,3,2,6655
3,2,2,2,6655
5,3,3,2,6655
8,4,3,4,6667
3,2,2,2,6676
6,2,3,2,6676
5,3,3,2,6667
5,2,3,2,6676
3,2,3,2,6667
3,2,2,2,6676
8,3,3,3,66
6,3,2,3,66
6,3,4,4,66
6,3,3,2,66
6,3,3,2,6130
6,3,4,3,6130
8,3,4,3,6130
5,3,3,2,6130
6,2,3,3,669
6,3,4,3,6693
5,3,2,3,6693
5,2,2,2,669
8,2,4,3,6693
3,2,2,2,669
3,2,3,2,669
1,1,3,1,6624
3,2,2,2,6698
3,2,3,2,6624
5,3,3,1,6698
6,3,3,3,6698
5,3,3,2,6624
6,3,3,3,6624
8,3,3,3,6698
3,2,2,1,6758
3,3,2,2,6758
5,3,3,3,6758
5,3,3,2,6758
10,4,4,4,6709
5,2,3,2,6709
6,3,3,3,6709
3,3,3,2,6709
8,3,4,3,6738
3,2,2,2,6752
5,3,4,3,6741
5,3,2,2,6741
5,2,2,2,6752
5,2,1,2,6741
5,3,3,3,6741
6,3,3,3,6752
6,3,3,3,6752
5,3,2,2,6741
8,3,3,4,6707
8,3,3,3,6738
8,3,4,3,6707
8,4,3,4,6707
8,3,3,3,6707
5,3,3,2,6738
8,3,4,4,6707
8,3,4,3,6738
6,3,3,3,6820
6,3,3,2,6820
5,3,3,3,6820
8,3,2,3,6820
3,2,3,1,6875
3,1,2,2,6875
1,2,2,1,6875
5,3,3,2,6875
8,3,4,4,6917
6,3,3,3,6917
6,3,3,3,6917
8,4,4,4,6917
6,3,3,3,6917
6,2,3,2,6198
5,3,4,2,6198
5,3,2,2,6188
5,3,3,1,6198
6,3,3,3,6188
6,3,3,3,6198
6,3,2,2,693
6,2,1,3,693
10,4,3,4,693
3,3,3,2,6973
5,2,3,2,6973
6,3,3,3,6953
3,3,1,2,6973
5,3,2,2,6953
6,3,3,2,6953
6,3,3,3,6953
5,2,3,2,6973
5,2,2,2,6998
3,2,1,2,6998
6,3,3,3,6970
6,3,3,2,6970
3,1,2,1,6998
5,3,3,1,6998
6,3,3,3,6970
6,4,3,3,6970
3,2,1,2,6998
3,2,2,1,6286
5,3,4,1,6286
5,2,3,2,6286
6,3,3,3,7013
8,3,2,3,7028
8,4,3,3,7028
8,4,3,4,7028
8,3,3,3,7010
6,3,3,3,7010
3,2,2,2,7010
3,2,2,2,7013
3,2,2,2,7013
3,2,3,3,7010
3,2,1,2,7013
6,2,2,2,6188
6,3,3,3,6188
8,3,4,4,7067
6,3,3,3,7067
5,1,2,1,7067
3,2,3,2,7067
6,3,3,3,7070
3,3,1,2,7065
5,3,2,2,7070
8,3,4,4,7065
3,1,2,1,7065
10,4,4,4,7070
8,3,3,3,7065
3,2,1,2,7070
6,4,3,2,7071
6,4,3,3,7071
6,3,3,2,7071
5,3,3,2,7102
6,3,3,3,7102
5,2,4,2,7102
3,2,1,2,7102
3,2,3,1,7141
6,3,3,3,7141
3,3,2,2,7141
5,3,3,3,7152
3,2,2,1,7160
3,2,3,2,7160
5,3,2,2,7152
5,3,2,3,7152
3,2,1,2,7160
3,2,2,2,7152
5,2,2,1,7172
3,1,1,1,7172
3,3,3,2,7172
3,2,3,1,6225
5,3,2,2,6225
3,3,2,2,6225
3,3,3,2,6225
3,2,2,1,7172
5,2,3,2,7282
8,3,4,3,7282
6,1,3,2,7282
8,3,3,4,7283
3,1,3,2,7314
3,2,2,2,7314
3,2,1,2,7314
6,2,2,2,7283
6,2,3,2,7283
8,3,3,3,7283
5,3,3,3,7314
8,3,3,3,7315
8,3,4,3,7315
8,4,4,4,7315
8,3,3,4,7315
5,3,3,2,7342
3,2,1,2,7342
3,1,1,2,7342
8,4,2,4,7342
6,3,3,2,7366
6,3,4,3,7374
8,2,2,2,7377
6,3,3,3,7374
6,3,2,3,7374
6,3,3,2,7366
8,3,4,3,7374
3,1,2,3,7377
6,3,3,3,7366
6,3,3,3,7366
5,2,2,2,7377
8,4,3,3,734
6,3,3,2,734
6,3,2,2,734
3,3,2,2,7404
3,2,2,2,7404
5,3,3,2,7404
3,2,2,2,7404
6,4,4,3,7173
8,3,3,3,7173
10,4,4,3,7173
6,3,3,2,7173
3,2,3,2,7415
3,2,2,2,7415
6,3,3,3,7415
3,3,3,2,7415
6,2,2,3,739
6,3,3,2,739
5,2,3,2,739
5,3,3,3,744
6,3,3,2,744
6,3,3,2,739
3,2,2,2,7458
5,2,2,2,744
6,3,2,2,7474
3,2,2,2,7474
6,3,3,3,7458
5,2,2,2,7458
3,2,3,2,7474
8,2,2,4,7474
8,3,4,3,7458
8,4,4,3,7474
8,3,3,3,7257
6,2,2,2,7257
8,3,3,3,7257
6,3,3,2,7182
5,2,2,2,720
5,2,2,2,7182
6,3,3,3,720
6,3,3,3,720
5,2,2,2,720
6,3,3,2,7182
3,1,3,1,7182
5,3,3,3,7554
3,2,1,2,7554
5,2,2,2,7542
5,2,3,3,7542
8,4,4,3,7542
6,2,2,2,7542
5,2,2,2,7554
6,3,3,2,7554
3,1,2,1,7593
3,2,3,2,7593
5,2,2,2,7593
1,1,2,2,7593
5,2,2,2,7673
3,2,3,2,7673
3,2,1,2,7673
1,1,3,2,7673
6,3,3,2,7715
3,2,3,2,7715
5,3,2,2,7703
3,1,2,2,7715
3,3,2,2,7703
6,2,3,2,7703
5,3,3,2,7703
3,1,3,1,7715
5,3,3,2,7766
6,3,4,3,7755
6,2,3,2,7755
6,3,3,3,7755
8,1,4,2,7755
3,2,2,2,7766
3,3,2,1,7766
6,3,2,3,7497
8,3,4,4,7767
3,2,3,2,7767
3,2,2,2,7497
5,3,2,3,7497
5,2,2,2,7767
6,2,3,2,7767
3,3,4,1,722
5,3,3,2,722
5,3,3,2,722
5,2,3,2,722
6,3,3,2,778
5,3,3,3,778
6,4,4,3,778
6,3,3,3,7805
8,4,4,3,7779
5,3,3,2,7805
8,3,4,3,7779
3,2,3,2,7805
8,4,4,3,778
5,3,3,2,7805
8,4,3,4,7779
5,3,2,3,7779
3,3,2,2,7885
5,3,2,2,7904
5,3,2,2,7885
6,3,3,3,7863
3,2,2,2,7833
5,2,2,2,7904
5,3,4,2,7833
3,1,2,2,7833
6,2,3,2,7863
3,3,3,2,7833
5,2,3,2,7904
3,2,4,2,7904
3,2,2,2,7885
6,3,3,3,7863
3,3,3,3,7885
6,3,3,3,7863
6,3,3,3,7903
5,2,2,2,7903
6,3,2,3,7903
3,3,2,1,7896
3,2,2,2,7896
3,2,3,2,7896
3,2,2,2,7896
6,3,3,3,7956
6,3,3,2,7956
6,2,3,4,7956
3,2,3,2,7976
3,2,2,2,7976
1,2,1,2,7976
8,4,4,4,7969
8,3,3,3,7969
1,1,1,1,7976
1,1,1,2,7969
8,4,4,3,7914
8,4,4,4,7914
8,3,4,4,7914
6,2,2,3,7914
6,3,4,2,7979
6,4,4,2,7979
6,3,3,2,7979
6,2,3,3,7972
6,3,3,2,7972
10,4,4,4,7972
6,3,4,3,7979
6,2,3,2,7972
6,3,3,4,7995
5,3,3,2,7995
3,3,3,2,7995
6,3,3,3,7248
6,3,3,3,7248
5,3,3,2,7248
3,1,3,1,7248
6,3,3,3,8033
5,2,2,3,8033
3,2,2,2,8033
3,3,4,1,8033
6,3,2,2,7991
3,4,3,3,7991
5,3,4,3,8034
6,3,3,3,8034
5,4,3,1,7991
3,1,3,1,7991
6,4,4,3,8034
5,3,3,2,8034
5,3,3,3,808
5,2,3,3,808
8,3,4,3,8054
3,2,2,2,808
5,2,3,3,808
3,2,1,2,8054
5,4,3,2,8054
6,3,3,3,8054
6,3,3,3,8060
6,3,3,3,8060
6,3,2,3,8060
6,2,3,3,8060
5,2,2,2,784
5,2,2,2,784
5,4,4,2,784
6,2,2,2,8189
8,3,3,3,8189
8,3,3,2,8189
8,3,3,4,8192
6,3,3,2,8192
8,3,3,3,8192
6,3,2,2,8192
1,1,2,1,8219
3,2,2,1,8208
6,3,2,3,8219
3,2,2,2,8219
5,3,3,2,8219
5,2,4,2,8208
5,3,2,2,8208
5,2,4,3,8208
6,3,3,3,8201
5,2,3,2,8201
3,3,3,2,8201
5,2,2,2,8201
3,3,3,2,8238
3,3,2,2,8238
5,2,2,2,8238
3,2,2,2,8233
6,3,2,2,8233
5,3,2,3,8238
6,4,4,3,8238
8,3,3,3,8233
8,4,4,4,8233
3,2,3,2,8204
3,3,2,2,8204
3,2,2,2,8204
5,3,4,2,8204
6,3,2,3,8194
6,3,3,3,8194
6,4,4,2,8194
6,3,3,3,8194
6,4,4,3,8463
6,3,3,3,8463
6,3,3,2,8463
3,1,4,3,8303
5,4,3,2,8303
3,2,3,2,8303
6,3,3,3,8303
5,3,3,2,8463
6,3,2,2,8388
6,2,3,3,8388
6,2,3,3,8388
5,2,2,2,8388
3,2,1,2,8547
6,3,2,2,8547
5,2,3,3,8547
5,3,2,2,8310
6,4,4,2,8310
6,4,4,2,8310
6,3,3,2,8310
6,3,3,2,8310
5,2,3,2,8419
8,3,3,4,8419
3,2,2,2,8547
8,4,4,3,8419
8,2,3,4,8419
6,4,3,3,8419
3,2,3,2,8576
8,4,3,4,8576
6,3,3,3,8576
3,3,3,2,8576
1,1,1,1,8602
6,3,3,2,8560
6,3,3,3,8560
1,1,1,2,8602
1,2,1,2,8602
5,2,3,2,8560
1,1,1,1,8602
8,3,3,3,85
6,3,2,2,85
8,3,4,3,85
6,2,3,2,85
8,4,3,4,866
3,2,3,2,866
6,3,3,3,8669
6,2,3,3,8669
3,1,1,2,866
6,3,3,3,8669
3,1,2,2,866
6,3,3,3,8669
6,3,3,3,8669
3,1,3,1,8308
3,1,1,1,8308
5,4,4,2,8322
5,3,3,2,8308
3,1,2,1,8322
3,3,2,1,8322
3,1,1,1,8322
3,2,1,2,8308
3,2,2,1,8686
5,3,2,2,8686
6,3,3,3,8544
6,3,3,3,8686
5,3,1,2,8544
6,3,4,3,8544
8,3,3,3,8544
3,3,2,2,877
8,3,3,3,877
8,3,2,3,872
3,2,3,2,877
5,2,3,2,877
6,3,3,3,872
5,3,2,2,877
5,3,2,3,872
1,1,1,1,8794
1,1,1,1,8794
3,3,3,1,8794
1,1,1,1,8794
8,3,3,3,8755
6,3,3,3,8755
8,3,3,3,8755
5,2,3,2,8755
5,2,3,2,8813
8,4,3,3,8813
6,3,4,3,8813
6,3,2,2,8813
5,3,3,3,8864
5,2,2,3,8864
3,4,3,2,8864
1,2,2,1,8864
5,3,2,3,8841
6,3,2,2,8841
6,4,4,3,8841
5,4,3,2,8915
5,3,2,3,8915
5,4,3,2,8915
5,2,3,2,8915
5,3,3,2,8924
5,3,3,3,8924
5,2,3,3,8924
6,3,3,2,8930
5,2,2,2,8930
5,2,3,2,8924
6,2,3,2,8930
3,2,3,2,8830
3,1,2,1,8830
5,2,3,2,8830
3,2,2,2,8830
3,3,2,2,8331
6,2,3,3,8331
6,2,3,3,8331
6,3,3,3,8331
6,3,3,3,9065
6,3,4,3,9065
3,2,2,2,905
5,3,3,2,905
3,3,3,2,905
6,3,4,3,9065
3,2,2,2,9102
5,3,3,2,9102
5,3,2,2,9102
3,2,3,1,9124
5,3,3,2,9124
5,3,3,3,9124
3,2,3,2,9182
5,3,1,2,9182
5,2,2,2,9182
5,3,3,2,9195
5,3,3,3,9195
8,3,4,4,917
5,2,3,2,9195
3,2,3,2,9195
6,3,4,3,917
6,3,3,3,917
6,3,3,3,917
5,2,2,2,9195
5,3,1,2,9166
5,3,2,2,9166
5,2,2,2,9166
6,2,2,3,9166
8,2,2,3,9250
6,3,3,2,9250
6,3,4,3,9250
6,3,2,3,9250
6,3,3,3,9250
5,2,2,2,925
3,4,4,3,925
8,4,3,4,925
5,2,2,2,925
3,2,2,2,8377
3,1,3,2,8377
1,2,3,1,8377
3,2,2,1,8377
8,3,3,3,9152
8,3,3,3,9152
8,4,3,4,9152
3,3,3,2,9385
6,3,3,2,9385
6,3,3,3,9385
6,4,3,4,9385
5,2,3,2,939
5,3,3,2,939
6,3,3,3,939
5,3,3,3,939
3,2,1,2,9421
3,2,2,1,9421
5,2,3,2,9421
8,4,2,3,9459
1,1,3,2,9458
6,4,3,3,9459
3,3,3,2,9458
3,2,1,2,9459
3,1,2,1,9458
3,3,3,3,9459
3,2,2,2,9459
3,2,2,2,9458
6,3,3,2,9450
3,1,2,1,9450
1,1,1,1,9450
3,2,2,2,9450
8,4,4,4,952
5,2,4,2,9481
3,1,3,2,952
3,2,2,3,9481
6,4,4,3,9481
5,2,2,3,9481
6,3,3,3,9481
6,3,3,3,952
5,3,3,2,8369
6,3,3,3,8369
5,2,3,2,8347
6,3,4,3,8369
3,1,2,2,8347
3,3,3,2,8347
6,2,2,3,8369
3,2,3,2,96
6,3,3,3,96
5,2,2,2,96
6,3,3,2,96
3,1,2,2,987
3,2,2,1,987
3,3,3,1,987
5,3,3,3,987
3,2,3,1,946
6,3,3,3,962
8,4,4,4,962
3,2,2,2,946
6,3,3,3,946
8,3,3,3,976
1,3,3,1,946
5,3,2,2,976
8,4,4,3,962
5,3,2,3,976
6,3,3,3,962
6,3,3,2,976
6,4,3,3,9065
8,3,3,3,1032
3,2,2,2,1064
8,4,4,4,1048
5,2,2,2,1011
5,3,2,2,1032
3,2,2,2,1027
5,3,3,3,1012
5,3,3,3,1048
5,3,3,2,1012
5,3,3,2,1011
3,3,3,3,1027
3,2,1,2,1027
3,3,1,2,1046
5,2,2,2,1010
6,3,3,2,1037
3,3,1,2,1010
6,2,3,3,1064
5,2,3,2,1032
3,2,1,1,1027
8,4,4,4,1025
5,3,3,1,1037
6,3,3,3,1064
6,2,2,2,1037
1,2,1,1,1021
6,3,4,3,1064
6,3,3,3,1021
8,3,4,3,1048
5,3,3,2,1037
5,3,2,2,1046
3,2,2,2,1010
5,3,2,2,1025
5,2,2,1,1048
8,4,4,4,1025
8,4,3,3,1011
6,3,2,3,1032
5,2,3,1,1012
5,3,4,2,1064
6,3,3,3,1025
5,2,2,2,1010
6,3,3,3,1012
5,3,2,3,1021
3,3,2,1,1021
8,3,3,3,1051
6,2,2,3,1051
6,3,3,3,1069
6,3,3,2,1055
6,3,2,3,1005
6,3,3,3,1005
8,4,4,4,1036
5,2,3,2,1059
5,3,2,2,1051
5,3,3,2,1000
3,2,2,1,1000
6,3,3,3,1005
6,3,2,3,1000
6,3,4,3,1051
5,2,2,2,1071
6,3,3,3,1005
6,3,3,3,1016
5,3,3,2,1036
6,2,3,3,1005
8,4,4,3,1055
5,3,3,3,1071
3,2,3,2,1071
3,2,3,2,1000
8,4,4,3,1055
5,2,2,2,1016
5,2,2,2,1046
5,2,3,2,1033
5,2,3,3,1059
8,3,2,3,1055
5,3,3,2,1046
1,1,2,1,1036
5,3,2,2,1069
5,2,2,2,1016
3,2,2,2,1036
5,2,4,1,1059
3,2,2,2,1069
6,3,3,2,1016
6,3,3,3,1059
3,3,2,1,1071
6,3,4,3,1055
5,3,3,3,1069
5,4,4,2,1140
8,3,3,3,1163
6,3,3,3,116
6,3,3,3,110
3,1,2,2,1167
6,2,3,3,1158
6,4,4,3,1140
6,2,3,3,1156
8,3,3,3,1156
5,2,3,2,1140
6,4,3,3,116
6,3,2,3,1156
5,3,3,3,1140
5,2,2,2,1160
8,3,3,3,1163
3,2,1,2,1177
3,2,2,2,1160
5,3,3,2,110
8,3,2,3,116
6,3,2,2,110
5,3,3,2,1158
3,2,2,2,1167
6,4,3,3,1156
3,2,2,2,1160
6,3,3,2,1163
6,2,2,2,1177
6,3,3,2,110
6,3,3,3,1163
5,2,2,2,1177
8,3,4,4,116
5,2,3,2,1167
5,3,2,2,1158
3,2,2,1,1177
3,3,2,2,1167
8,3,3,3,1178
8,2,2,2,116
3,2,3,1,1141
6,3,2,3,1182
6,3,4,4,1147
6,3,3,3,1178
8,3,3,3,1028
6,2,3,3,1178
8,4,4,3,1182
3,2,2,3,1112
3,2,2,2,1180
6,2,2,3,1092
5,2,3,2,1130
6,3,2,2,1178
6,3,3,3,1028
5,3,3,2,1130
6,2,2,3,1028
8,4,4,3,1028
3,2,2,2,1141
6,3,2,3,1092
3,1,2,2,1180
6,3,3,2,1147
5,3,3,2,1182
3,3,2,2,1182
5,3,2,2,1112
3,3,2,2,1130
5,3,2,3,1130
3,3,1,2,1141
6,3,2,3,1092
6,2,3,2,1147
6,3,3,3,1147
5,2,3,2,1112
3,2,2,2,1141
3,2,2,1,1112
5,3,2,3,1180
6,3,3,3,1092
3,3,2,2,1141
6,3,3,3,1135
3,3,3,2,1173
3,3,2,2,117
6,3,3,2,1186
6,3,3,4,1135
3,3,3,2,1135
3,3,2,1,117
6,2,2,2,1173
6,2,3,3,1179
5,3,3,2,1191
8,3,2,3,1154
5,2,3,2,1164
3,3,3,2,1173
6,3,3,2,117
5,2,3,2,1125
3,3,3,2,1187
3,2,2,2,1150
5,2,3,3,1164
6,3,3,3,1164
6,3,3,3,1186
5,2,2,2,1187
6,3,4,2,1186
5,2,3,2,1187
6,3,3,3,1154
6,3,4,2,1191
5,2,2,2,1150
8,4,4,4,1150
6,3,3,3,1125
5,2,3,2,117
5,3,2,2,1191
8,4,4,3,1154
6,2,3,2,1154
6,3,3,4,1125
6,3,3,3,1186
1,2,1,1,1164
3,2,2,2,1191
5,2,4,3,1150
6,3,4,2,1179
5,2,2,2,1199
6,3,3,3,1198
8,2,3,3,1175
3,2,2,2,1210
1,2,1,2,1205
5,3,3,2,1181
6,3,3,2,1157
3,3,2,2,1200
8,4,3,4,1175
8,3,3,3,1192
5,3,3,2,1210
6,3,4,3,1179
3,1,2,1,118
3,2,3,2,1200
5,3,3,2,1199
5,3,3,3,1192
6,3,4,3,1175
5,3,2,2,1179
3,2,1,2,1210
3,2,2,2,118
6,3,3,3,118
3,3,3,2,118
6,4,4,2,1192
6,3,3,3,1198
6,3,2,3,1157
8,3,3,3,1198
5,2,2,2,1205
6,4,4,2,1199
3,2,1,2,1210
3,2,1,2,1205
5,3,4,3,1157
5,3,2,3,1181
8,4,2,4,1175
8,3,2,3,1181
8,4,4,3,1181
5,2,2,1,1199
5,2,3,2,1192
3,1,1,1,1210
8,4,3,3,1157
10,4,4,4,1175
6,3,3,2,1198
6,3,3,2,1201
6,3,3,3,1197
6,3,3,2,1190
6,3,3,3,1144
5,3,2,2,1204
5,3,2,2,1201
3,1,2,1,1208
5,3,3,2,1212
6,3,3,3,1212
6,3,2,3,1212
5,3,2,2,1201
5,3,3,2,1190
6,3,3,3,1190
3,2,2,2,1200
6,3,3,3,1208
6,3,3,3,1129
1,1,1,2,1144
3,2,2,1,119
3,1,2,2,1200
5,2,2,3,1144
8,3,3,3,119
3,2,4,2,1201
5,2,2,2,1129
3,2,3,2,1208
10,4,3,4,1212
5,2,2,2,1201
6,3,3,2,1197
6,3,3,3,1195
3,1,2,2,1204
6,2,2,3,1190
3,1,2,1,1129
6,3,4,3,1195
6,3,3,3,1195
6,3,3,2,119
6,3,3,3,1144
6,3,3,3,1197
8,3,3,3,1195
6,2,2,3,1204
6,3,2,3,1204
5,2,3,2,1197
3,2,3,3,1217
3,2,2,1,1225
3,3,3,2,1224
5,2,2,2,1202
3,3,3,2,1224
5,2,2,2,1221
5,2,1,2,1202
6,3,3,3,1165
5,2,2,2,1216
3,1,1,1,1217
10,3,3,3,1127
6,3,2,2,1194
6,3,3,3,1202
8,3,3,3,1194
6,4,3,3,1165
5,3,3,2,1127
8,3,3,3,1185
8,3,4,4,1185
6,3,2,3,1185
1,2,1,1,1225
3,3,3,2,1216
5,2,3,2,1221
5,3,3,2,1127
6,3,3,3,1127
6,3,4,3,1194
6,3,2,2,1165
6,3,2,2,1216
3,2,2,2,1217
5,3,1,3,1202
6,3,2,3,1165
6,3,3,2,1221
3,2,3,2,1224
5,3,3,2,1224
3,2,2,2,1225
3,2,2,1,1217
5,3,2,2,1185
6,3,3,2,1216
3,2,2,2,1225
8,3,2,3,1221
5,3,3,2,1226
3,2,2,2,1241
6,2,3,2,1171
3,2,2,2,1239
8,4,3,3,1089
8,2,3,3,1171
5,3,3,3,1218
3,2,2,1,122
8,3,3,3,1203
1,1,1,1,123
3,1,2,1,1226
5,3,3,2,1232
3,2,1,2,123
5,2,1,2,1232
3,2,2,2,123
5,2,2,2,1218
5,2,2,2,1239
5,2,3,2,1226
5,2,3,2,1089
8,3,3,3,1203
3,3,3,2,1241
3,1,2,1,1239
5,2,2,2,122
8,4,3,3,1171
5,2,3,3,1194
6,3,3,3,1218
5,3,3,2,1218
5,2,3,3,1226
6,2,3,2,1232
3,3,4,2,121
5,2,2,2,122
3,2,1,3,1239
5,2,3,2,1089
8,3,3,4,1171
3,2,2,2,121
5,2,2,2,122
6,3,3,3,1203
6,3,3,3,121
5,3,2,2,1232
5,2,2,2,1089
5,2,2,2,1241
6,3,3,3,1248
5,3,3,3,120
3,1,2,1,1253
5,3,2,2,1253
5,3,2,2,120
3,2,2,1,115
5,3,3,3,1241
6,3,3,3,1133
5,1,2,2,115
3,2,2,2,1253
3,3,3,2,1248
3,2,2,1,120
3,2,2,2,115
6,3,3,3,1248
3,3,3,2,1133
5,2,2,2,1133
5,3,2,2,120
6,3,2,3,1133
6,3,2,3,1211
6,3,3,2,1230
3,2,1,2,1249
5,3,3,2,1211
3,3,2,2,1220
8,3,3,3,1243
5,3,3,2,1254
6,3,3,3,1249
5,3,4,3,1230
8,3,3,3,1223
5,3,3,2,1230
6,3,2,2,124
3,2,2,1,1268
6,3,3,3,1249
3,2,1,2,1256
6,3,3,2,1223
6,3,3,3,124
5,2,3,2,1243
3,3,3,2,1256
3,2,2,2,1267
3,3,4,2,1268
8,4,4,4,1243
8,3,3,3,1211
8,3,3,3,1258
8,3,3,3,124
3,2,2,2,1258
5,3,2,2,1220
5,3,2,2,1253
8,4,4,3,1220
3,3,3,3,1249
3,3,3,2,1268
3,3,3,2,1230
3,1,2,2,1256
5,3,3,2,1254
3,2,3,1,1258
5,2,3,3,1254
6,3,3,3,1223
5,2,3,2,1220
6,3,3,2,1254
8,4,3,3,1223
3,2,3,2,1268
3,3,3,1,1272
6,3,3,3,1240
6,2,3,2,125
5,2,2,2,1151
6,2,3,3,1260
6,3,3,3,1237
8,3,3,3,1260
3,3,3,2,1251
3,2,2,1,1272
6,3,2,3,1240
5,3,3,3,1237
5,4,4,4,1237
6,3,3,3,125
8,4,3,4,1265
3,2,2,1,1272
6,3,3,3,1151
6,3,3,3,1267
8,4,4,4,1237
6,2,3,2,1031
5,3,3,2,1240
5,3,3,2,1151
6,3,3,2,1237
6,3,3,3,125
3,3,3,2,1251
3,2,2,2,1251
6,3,4,3,1031
5,4,2,3,1265
8,3,2,4,1265
6,3,3,3,125
5,2,2,3,1260
6,3,3,2,1031
5,2,2,2,1240
6,3,2,3,1267
3,2,3,2,1251
3,1,2,1,1272
6,3,2,2,104
6,3,2,2,1070
3,1,2,3,1013
6,3,2,2,1020
6,3,3,3,1070
6,2,3,2,1033
8,3,3,3,1033
6,2,3,2,1020
5,3,2,2,1040
6,3,4,2,1040
8,3,2,3,1070
8,4,4,4,1026
6,3,3,2,1070
6,3,2,2,1026
8,4,3,3,1026
3,2,2,2,1013
5,3,3,2,1044
5,3,2,4,101
5,2,1,3,1038
6,3,3,3,1013
3,3,3,2,101
3,2,2,2,1040
5,2,3,3,101
8,3,3,3,101
6,3,3,3,1040
6,3,3,3,1020
6,3,3,2,1033
5,2,2,2,1038
3,2,2,1,1044
3,2,2,2,1038
6,3,3,3,1020
6,3,2,3,1040
5,3,3,3,1038
3,2,3,2,1044
5,2,3,2,1013
8,3,3,2,1070
8,3,3,3,1148
6,3,3,3,1264
5,2,2,2,1288
6,3,2,2,1252
5,3,3,2,1278
3,3,3,2,1148
5,3,3,2,1289
8,3,3,3,1227
5,3,3,2,1252
3,2,2,2,1262
5,3,3,3,1227
3,2,1,2,1288
3,2,2,2,1227
8,3,4,4,1278
6,4,4,4,1280
8,4,2,4,1252
6,3,3,2,1228
5,2,3,2,1288
6,2,2,2,1228
3,2,3,2,1289
6,4,3,2,1148
6,3,2,3,1278
6,4,4,2,1228
5,3,3,2,1289
5,3,3,2,1252
6,3,3,2,1262
6,3,3,3,1148
8,4,4,3,1228
6,3,3,3,1252
8,4,4,3,1280
6,3,3,3,1278
6,3,3,3,1280
5,3,2,2,1252
1,1,1,1,1289
6,3,2,3,1278
6,3,3,2,1264
8,3,3,4,1265
6,3,3,3,1288
3,1,2,2,1262
5,3,3,2,1227
6,2,2,2,1291
5,2,3,2,1257
6,3,4,2,1284
5,2,4,2,126
6,3,3,2,1279
6,3,2,2,1263
5,3,3,2,1250
5,3,3,3,1257
5,2,3,2,126
6,3,3,3,1284
6,3,3,3,1257
3,3,3,2,1279
6,4,3,3,1299
5,2,3,2,1303
5,3,3,2,1263
3,2,3,2,1279
6,3,1,2,1299
8,4,3,3,1291
3,2,2,2,1257
8,4,4,4,1266
3,3,2,2,1303
3,1,3,2,1303
6,2,2,3,1291
5,3,3,2,1266
8,3,3,4,1284
8,4,4,3,1264
6,4,3,2,1299
6,3,2,4,126
1,1,1,1,1270
6,3,3,3,1284
3,2,2,1,1279
6,3,4,2,1264
5,3,3,3,1299
5,3,3,2,1266
5,2,2,2,1263
3,1,2,2,1270
6,3,3,3,1291
6,3,2,3,1270
3,2,1,3,1270
3,2,2,2,1306
3,2,2,2,1229
5,2,2,2,1250
3,3,1,2,1316
5,2,1,2,1250
6,3,3,3,1271
8,3,4,4,1295
6,3,2,3,1306
1,1,1,1,1316
8,3,3,3,1306
8,3,3,3,1250
8,3,4,3,1304
8,3,3,3,1159
8,3,3,2,11
5,1,3,2,11
5,3,3,1,1295
5,3,4,2,1295
8,4,4,4,1271
6,3,3,3,1271
6,1,2,1,1250
3,2,2,1,1159
6,3,3,3,1295
5,3,3,2,1274
8,3,3,3,1274
8,3,4,3,1304
3,3,3,2,1316
5,2,1,2,1274
3,2,1,2,1316
3,3,2,2,1297
8,3,4,4,1159
3,2,3,1,1297
8,3,4,3,11
6,3,3,3,11
6,3,4,3,1297
5,2,1,2,1271
5,2,2,2,1229
6,2,3,3,1304
5,2,2,2,1304
6,4,3,3,1306
3,2,2,2,1297
5,3,3,2,131
8,3,3,3,1285
3,2,3,2,1310
6,3,3,2,1285
6,4,3,2,12
6,3,3,3,1310
5,2,3,2,12
5,2,2,2,1229
8,4,2,3,1302
6,3,3,3,1298
6,3,2,3,1298
3,2,2,1,1290
6,3,2,2,1310
6,3,4,2,131
5,3,3,2,1302
6,3,3,3,1290
3,3,2,2,1319
5,2,2,3,1319
5,2,3,2,131
5,1,1,2,1290
8,3,3,3,1302
5,3,2,2,1229
5,2,3,3,12
3,3,3,2,1053
6,3,2,3,1298
8,3,2,3,1285
6,2,2,2,1053
6,3,3,2,131
3,2,2,2,1255
3,1,3,1,1319
6,3,2,3,1298
5,3,3,2,1255
5,3,3,2,1255
6,2,3,2,1302
8,3,3,3,1302
6,3,3,3,1053
6,3,3,3,12
3,2,2,1,1255
8,3,3,3,1277
3,2,2,1,1307
8,3,3,3,1120
6,3,2,3,1292
6,3,3,4,1317
6,3,4,3,1277
8,3,3,3,1312
6,3,3,3,1321
3,2,3,2,1327
6,3,3,3,1317
8,3,3,2,1312
8,3,3,3,1120
3,1,2,2,1327
3,3,3,2,1120
8,3,3,3,1317
